case_id,created_at,case_summary,channel,case_type,category,plan_tier,customer_tenure_months
ND-2025-002066,2025-11-20 15:00:25+00:00,Reports are showing times in UTC not BST.,email,incident,data_reporting,Standard,4
ND-2025-001063,2025-06-20 09:10:55+00:00,Configuring custom domain for the dashboard help,webchat,service_request,how_to_training,Pro,4
ND-2025-001021,2025-06-07 14:30:15+00:00,Getting 500 Internal Server Error when saving report,webchat,incident,performance_outage,Pro,33
ND-2025-002117,2025-11-10 16:00:55+00:00,Sync stuck.,email,incident,integrations,Standard,5
ND-2025-002007,2025-11-03 10:18:29+00:00,How do I filter the Polaris widget by region?,webchat,service_request,how_to_training,Standard,5
ND-2025-001113,2025-06-02 16:10:45+00:00,2FA code not accepted,email,incident,access_permissions,Pro,25
ND-2025-001264,2025-07-17 10:40:20+00:00,Auth error when connecting to Google Sheets.,in_app,incident,integrations,Free,8
ND-2025-000828,2025-05-05 10:45:33+00:00,Header logo is misaligned.,email,incident,bug,Standard,8
ND-2025-000630,2025-04-09 09:00:00+00:00,Hit rate limit on Salesforce connector need increase,in_app,incident,integrations,Enterprise,42
ND-2025-002017,2025-11-06 15:55:10+00:00,Locked out of my account after too many Orbit ID attempts.,webchat,incident,access_permissions,Pro,7
ND-2025-001896,2025-10-30 13:15:44+00:00,We received a phishing email pretending to be Northstar.,email,incident,security_privacy,Enterprise,22
ND-2025-001650,2025-09-11 13:40:25+00:00,MFA code not arriving for Admin account,phone,incident,security_privacy,Enterprise,60
ND-2025-002118,2025-11-11 08:50:20+00:00,Delete user.,webchat,service_request,account_admin,Pro,22
ND-2025-001085,2025-06-26 14:20:25+00:00,Update billing email,in_app,service_request,account_admin,Standard,3
ND-2025-000926,2025-05-25 10:00:00+00:00,Slight lag in reports.,email,incident,performance_outage,Standard,14
ND-2025-002231,2025-12-13 11:45:15+00:00,Widgets look broken on Firefox.,in_app,incident,bug,Standard,8
ND-2025-001461,2025-08-20 14:15:40+00:00,We would like to partner with Northstar Desk.,webchat,service_request,other,Free,0
ND-2025-000656,2025-04-18 08:40:00+00:00,Need to change user role from viewer to editor,email,service_request,access_permissions,Standard,8
ND-2025-000732,2025-04-26 13:15:00+00:00,Query regarding invoice #4552,email,service_request,billing_payments,Standard,11
ND-2025-000891,2025-05-18 08:45:25+00:00,Slower than usual.,email,incident,performance_outage,Standard,8
ND-2025-001125,2025-06-26 13:10:45+00:00,CSV export is blank,phone,incident,data_reporting,Standard,14
ND-2025-000115,2025-01-25 13:45:55+00:00,How to organize multiple boards?,webchat,service_request,how_to_training,Pro,5
ND-2025-000837,2025-05-07 08:30:50+00:00,Pricing for Enterprise?,webchat,service_request,other,Free,0
ND-2025-002041,2025-11-14 09:00:00+00:00,Docs are unclear about the JSON format for the API.,in_app,service_request,how_to_training,Standard,2
ND-2025-000100,2025-01-10 15:20:10+00:00,reset password,email,service_request,access_permissions,Standard,2
ND-2025-000523,2025-03-24 09:05:40+00:00,Invoice total is incorrect,email,incident,billing_payments,Enterprise,25
ND-2025-000628,2025-04-08 13:15:00+00:00,Link to help center in the footer returns 404,webchat,incident,bug,Pro,16
ND-2025-001416,2025-08-04 13:40:22+00:00,Need examples of best practice for inventory widgets.,in_app,service_request,how_to_training,Standard,3
ND-2025-001917,2025-10-10 15:00:30+00:00,Update company address.,email,service_request,account_admin,Pro,18
ND-2025-001054,2025-06-17 13:15:05+00:00,Lost my phone need to reset MFA for Orbit ID,webchat,incident,access_permissions,Pro,29
ND-2025-001831,2025-10-09 08:10:25+00:00,Found a reflected XSS on the login page parameters.,email,incident,security_privacy,Pro,18
ND-2025-001100,2025-06-05 14:10:50+00:00,Dashboard takes 30s to load unacceptable,webchat,incident,performance_outage,Enterprise,40
ND-2025-002003,2025-11-01 14:22:01+00:00,Dashboards are taking forever to load the widgets.,in_app,incident,performance_outage,Pro,22
ND-2025-001033,2025-06-11 10:30:22+00:00,Advice on best way to visualize recurring revenue in Polaris,webchat,service_request,how_to_training,Pro,16
ND-2025-000450,2025-03-09 11:50:30+00:00,Typo in the settings menu for Connectors,email,incident,bug,Pro,15
ND-2025-001937,2025-10-27 15:30:05+00:00,SSO help needed.,webchat,service_request,access_permissions,Enterprise,40
ND-2025-002206,2025-12-04 10:05:00+00:00,How do I delete a widget from the Polaris dashboard?,webchat,service_request,how_to_training,Free,5
ND-2025-002280,2025-12-10 08:10:55+00:00,Closing account.,email,service_request,account_admin,Standard,18
ND-2025-000874,2025-05-14 10:15:30+00:00,Getting random errors when saving.,email,incident,performance_outage,Pro,27
ND-2025-000137,2025-01-18 14:45:45+00:00,Onboarding assistance,email,service_request,how_to_training,Standard,1
ND-2025-000554,2025-03-30 10:50:35+00:00,Add user to Polaris,email,service_request,account_admin,Standard,6
ND-2025-000631,2025-04-09 11:25:00+00:00,My widget is blank what steps to fix?,email,service_request,how_to_training,Free,3
ND-2025-000952,2025-05-30 13:30:50+00:00,Export failed.,email,incident,bug,Standard,8
ND-2025-000012,2025-01-05 15:05:15+00:00,Salesforce connector throwing 401 Unauthorized errors,email,incident,integrations,Pro,12
ND-2025-001629,2025-09-06 13:45:55+00:00,Link to settings returns 404,in_app,incident,bug,Pro,25
ND-2025-000044,2025-01-15 10:05:45+00:00,Latest v2 update broke my custom CSS,email,incident,bug,Pro,12
ND-2025-002008,2025-11-03 15:40:44+00:00,CSV export is coming out blank for the sales report.,email,incident,bug,Pro,19
ND-2025-000806,2025-05-01 11:00:01+00:00,It's broken.,webchat,incident,bug,Standard,5
ND-2025-002045,2025-11-15 09:20:15+00:00,Latest v2 update broke our custom widgets.,email,incident,bug,Enterprise,40
ND-2025-002120,2025-11-12 10:25:10+00:00,Need help onboarding.,in_app,service_request,how_to_training,Standard,1
ND-2025-000877,2025-05-15 08:20:45+00:00,The new sidebar overlaps the chart.,email,incident,bug,Standard,9
ND-2025-001066,2025-06-21 08:25:10+00:00,Date filter shows wrong range on PDF export,email,incident,data_reporting,Pro,7
ND-2025-001458,2025-08-19 13:55:25+00:00,Just seeing a spinner when I load the board.,email,incident,performance_outage,Enterprise,60
ND-2025-002277,2025-12-08 15:30:45+00:00,Cancelling before the next billing cycle.,email,service_request,account_admin,Pro,13
ND-2025-001915,2025-10-09 09:10:55+00:00,Change user role to admin.,phone,service_request,access_permissions,Standard,9
ND-2025-001056,2025-06-18 09:00:35+00:00,Shared report says access denied for my team,phone,incident,data_reporting,Standard,12
ND-2025-000452,2025-03-09 15:15:20+00:00,Invoice address is still showing the old HQ,email,incident,billing_payments,Enterprise,22
ND-2025-000713,2025-04-07 09:40:00+00:00,Button misalignment on settings page,in_app,incident,bug,Pro,11
ND-2025-002052,2025-11-17 10:50:15+00:00,Change billing email address.,webchat,service_request,account_admin,Standard,8
ND-2025-001848,2025-10-15 10:25:55+00:00,Right to be forgotten request for user ID 4459.,email,service_request,security_privacy,Enterprise,36
ND-2025-002136,2025-11-21 10:45:40+00:00,Invite user.,email,service_request,account_admin,Standard,15
ND-2025-000886,2025-05-16 13:30:20+00:00,Layout shift on load.,email,incident,bug,Standard,7
ND-2025-001875,2025-10-24 09:00:10+00:00,MFA isn't accepting my codes.,webchat,incident,security_privacy,Enterprise,30
ND-2025-001077,2025-06-24 12:00:25+00:00,API Auth failing with 403 Forbidden suddenly,webchat,incident,integrations,Enterprise,27
ND-2025-001707,2025-09-27 12:35:55+00:00,Setup assistance for Salesforce Connector,webchat,service_request,how_to_training,Pro,5
ND-2025-000938,2025-05-27 11:20:00+00:00,Shadow effect is wrong.,email,incident,bug,Pro,10
ND-2025-001632,2025-09-07 11:35:45+00:00,Best way to organize multiple Polaris Boards?,email,service_request,how_to_training,Standard,8
ND-2025-002303,2025-12-18 15:10:55+00:00,V2 update broke my dashboard layout.,in_app,incident,bug,Pro,23
ND-2025-001938,2025-10-28 09:05:30+00:00,Partnership inquiry.,email,service_request,other,Free,0
ND-2025-000179,2025-01-30 14:15:15+00:00,Visual bug in header,webchat,incident,bug,Standard,6
ND-2025-001215,2025-07-04 08:55:12+00:00,Xero sync is broken again please fix asap.,email,incident,integrations,Pro,30
ND-2025-000176,2025-01-27 13:45:30+00:00,What is your data retention policy?,email,service_request,account_admin,Pro,11
ND-2025-001291,2025-07-24 10:30:35+00:00,Requesting refund for the downtime last week.,email,service_request,billing_payments,Standard,12
ND-2025-000863,2025-05-12 09:25:40+00:00,Stuck on loading screen.,email,incident,performance_outage,Standard,7
ND-2025-001628,2025-09-06 11:05:44+00:00,How do I create a new Widget?,webchat,service_request,how_to_training,Free,2
ND-2025-001872,2025-10-23 08:50:20+00:00,Marketing partnership proposal.,email,service_request,other,Free,0
ND-2025-000920,2025-05-24 09:05:30+00:00,Fields not mapping correctly in Salesforce.,webchat,incident,integrations,Pro,18
ND-2025-000860,2025-05-11 10:10:55+00:00,How do I export to CSV in the new layout?,webchat,service_request,how_to_training,Pro,9
ND-2025-001828,2025-10-08 09:20:30+00:00,Entire team locked out of Orbit ID please help.,webchat,incident,access_permissions,Pro,11
ND-2025-001474,2025-08-25 11:00:45+00:00,Google Auth integration not showing up.,webchat,service_request,access_permissions,Standard,17
ND-2025-000067,2025-01-23 08:45:55+00:00,Start guide for Northstar?,email,service_request,how_to_training,Standard,1
ND-2025-001055,2025-06-17 15:40:50+00:00,Need audit logs for user activity in May,email,service_request,account_admin,Enterprise,48
ND-2025-001048,2025-06-15 13:00:25+00:00,Our compliance team needs your latest pen test summary,email,service_request,security_privacy,Enterprise,60
ND-2025-002131,2025-11-18 15:25:35+00:00,Change notification prefs.,email,service_request,account_admin,Standard,10
ND-2025-000908,2025-05-21 10:30:30+00:00,Very laggy today.,email,incident,performance_outage,Pro,13
ND-2025-002207,2025-12-04 13:45:55+00:00,Export to PDF crashes when the date range is Q4.,email,incident,bug,Pro,24
ND-2025-000431,2025-03-05 13:00:05+00:00,VAT receipt please,email,service_request,billing_payments,Pro,13
ND-2025-002271,2025-12-06 10:25:12+00:00,Cancel subscription.,email,service_request,account_admin,Standard,11
ND-2025-002037,2025-11-13 08:40:12+00:00,Total outage cannot access Northstar at all.,phone,incident,performance_outage,Enterprise,35
ND-2025-000637,2025-04-11 09:35:00+00:00,Since the update my charts are all squashed,in_app,incident,bug,Pro,18
ND-2025-000807,2025-05-01 11:15:20+00:00,Mobile app crashes immediately when I try to open a Polaris Board.,email,incident,bug,Enterprise,40
ND-2025-001027,2025-06-09 12:55:30+00:00,Hit API rate limit on Xero connector causing sync to stop,phone,incident,integrations,Enterprise,45
ND-2025-001239,2025-07-10 14:15:10+00:00,Want to upgrade to Pro tier for better connector support.,webchat,service_request,billing_payments,Standard,13
ND-2025-000945,2025-05-29 09:55:55+00:00,Troubleshooting login issues.,email,service_request,how_to_training,Standard,5
ND-2025-001347,2025-07-27 14:50:00+00:00,Safari compatibility issue.,webchat,incident,bug,Standard,9
ND-2025-000070,2025-01-24 09:15:15+00:00,My connector says connected but no data appearing,in_app,service_request,how_to_training,Standard,4
ND-2025-000551,2025-03-29 13:45:20+00:00,Invoice error needs fixing,email,incident,billing_payments,Enterprise,24
ND-2025-001704,2025-09-26 13:55:40+00:00,Forgot password for Orbit ID need reset now,phone,service_request,access_permissions,Standard,7
ND-2025-000021,2025-01-08 09:45:12+00:00,Interested in upgrading to Enterprise for the SSO features,webchat,service_request,other,Free,0
ND-2025-000412,2025-03-02 13:05:00+00:00,The mobile app crashes every time I open the Polaris Board,phone,incident,bug,Enterprise,22
ND-2025-001419,2025-08-05 14:15:30+00:00,Shopify webhooks not triggering updates in Northstar.,email,incident,integrations,Pro,22
ND-2025-001623,2025-09-05 10:40:15+00:00,Polaris Board won't scroll on Firefox,email,incident,bug,Standard,19
ND-2025-002302,2025-12-18 10:45:30+00:00,Closing account.,email,service_request,account_admin,Standard,9
ND-2025-000493,2025-03-18 09:15:10+00:00,VAT invoice thanks,email,service_request,billing_payments,Pro,15
ND-2025-000470,2025-03-13 11:45:35+00:00,Why did the price go up?,email,service_request,billing_payments,Standard,4
ND-2025-001616,2025-09-03 15:10:22+00:00,My widget isn't updating properly what steps should I take?,in_app,service_request,how_to_training,Standard,15
ND-2025-001836,2025-10-10 12:40:44+00:00,We suspect an API token leak - please revoke all keys.,email,incident,security_privacy,Pro,30
ND-2025-001300,2025-07-26 14:10:20+00:00,OAuth token for Salesforce keeps expiring.,email,incident,integrations,Pro,31
ND-2025-001742,2025-09-13 12:50:55+00:00,Troubleshooting a sync error,phone,service_request,how_to_training,Standard,9
ND-2025-000661,2025-04-19 14:40:00+00:00,Invoice address is incorrect need urgent fix,email,incident,billing_payments,Pro,22
ND-2025-000405,2025-03-01 13:20:12+00:00,The Polaris Board widget for revenue is overlapping the footer,email,incident,bug,Standard,36
ND-2025-000083,2025-01-28 11:45:30+00:00,Export button greyed out,in_app,service_request,data_reporting,Standard,6
ND-2025-000675,2025-04-23 14:00:00+00:00,Tips for speeding up dashboard performance?,webchat,service_request,how_to_training,Standard,5
ND-2025-001069,2025-06-22 09:40:25+00:00,Do you offer discounts for startups,phone,service_request,other,Free,1
ND-2025-000671,2025-04-22 13:40:00+00:00,Payment declined check details please,email,incident,billing_payments,Pro,13
ND-2025-000855,2025-05-10 09:15:30+00:00,"My chart isn't loading, is there a troubleshooting guide?",webchat,service_request,how_to_training,Standard,6
ND-2025-001502,2025-08-10 14:10:00+00:00,Just testing the support chat.,in_app,service_request,other,Free,1
ND-2025-002255,2025-12-19 10:15:45+00:00,Close account.,webchat,service_request,account_admin,Standard,5
ND-2025-000857,2025-05-10 11:45:10+00:00,Strange whitespace on dashboard.,email,incident,bug,Pro,12
ND-2025-000413,2025-03-02 14:40:22+00:00,Does the Pro tier include more Orbit ID seats?,email,service_request,billing_payments,Standard,3
ND-2025-001702,2025-09-26 10:25:50+00:00,Regression in chart rendering after maintenance,email,incident,bug,Pro,15
ND-2025-001049,2025-06-16 09:15:10+00:00,Sorry thought this was the dentist,phone,service_request,other,Free,0
ND-2025-000035,2025-01-12 15:05:30+00:00,Date filter excludes the last day of the month,email,incident,data_reporting,Pro,10
ND-2025-001812,2025-10-03 10:22:44+00:00,I got a weird email about a password reset I didn't ask for.,phone,incident,security_privacy,Pro,10
ND-2025-000609,2025-04-03 09:05:00+00:00,Dashboards are taking forever to load just spinning,email,incident,performance_outage,Pro,24
ND-2025-001274,2025-07-20 09:30:30+00:00,Xero Connector outage is impacting our KPI tracking.,email,incident,integrations,Enterprise,39
ND-2025-000896,2025-05-19 09:10:30+00:00,Glitchy animation.,email,incident,bug,Free,6
ND-2025-000042,2025-01-14 14:15:33+00:00,Webhooks for updated deals aren't firing,email,incident,integrations,Pro,16
ND-2025-000803,2025-05-01 10:05:33+00:00,Cannot save changes to my Polaris filters; save button does nothing.,email,incident,bug,Standard,22
ND-2025-001007,2025-06-03 16:40:22+00:00,Salesforce connector returning 401 Unauthorized errors since noon,email,incident,integrations,Enterprise,60
ND-2025-002069,2025-11-21 14:20:40+00:00,Please invite this email to the organization.,email,service_request,account_admin,Standard,13
ND-2025-001719,2025-09-30 12:35:55+00:00,Header is misaligned on the Polaris Board,email,incident,bug,Standard,16
ND-2025-000624,2025-04-07 11:55:00+00:00,Is this the pizza place?,email,service_request,other,Free,0
ND-2025-001362,2025-07-11 13:10:00+00:00,Xero outage.,email,incident,integrations,Enterprise,52
ND-2025-000887,2025-05-17 09:05:45+00:00,Token expired error on Shopify connector.,webchat,incident,integrations,Enterprise,23
ND-2025-000428,2025-03-05 09:05:30+00:00,What is your data retention policy for cancelled accounts?,email,service_request,account_admin,Standard,36
ND-2025-001729,2025-09-18 15:05:05+00:00,Performance is degraded on Polaris today,email,incident,performance_outage,Enterprise,35
ND-2025-000079,2025-01-27 08:30:25+00:00,Update credit card details before expiry,phone,incident,billing_payments,Pro,10
ND-2025-001202,2025-07-01 10:05:45+00:00,How do I add a new Widget to the sales dashboard?,in_app,service_request,how_to_training,Free,6
ND-2025-001673,2025-09-18 12:40:15+00:00,Stripe webhook failure notifications received,email,incident,integrations,Pro,16
ND-2025-000076,2025-01-26 09:10:35+00:00,API rate limit exceeded on Salesforce connector,webchat,incident,integrations,Pro,12
ND-2025-002070,2025-11-22 08:30:00+00:00,App crashes when I export to PDF.,in_app,incident,bug,Pro,5
ND-2025-000423,2025-03-04 09:15:10+00:00,Change the billing email to accounts@company.com,phone,service_request,account_admin,Enterprise,30
ND-2025-001499,2025-08-07 13:30:00+00:00,Login attempt from unknown IP.,webchat,incident,security_privacy,Enterprise,40
ND-2025-001439,2025-08-12 15:10:50+00:00,Polaris board not refreshing data since yesterday.,email,incident,data_reporting,Enterprise,36
ND-2025-002313,2025-12-06 15:30:45+00:00,Account locked after too many attempts.,email,incident,access_permissions,Pro,14
ND-2025-002025,2025-11-10 09:00:25+00:00,Compliance requires an audit log of all logins last week.,email,service_request,account_admin,Enterprise,41
ND-2025-000182,2025-01-15 11:05:00+00:00,Filter logic is flawed,in_app,incident,data_reporting,Pro,8
ND-2025-001810,2025-10-02 15:30:33+00:00,Admin account locked out after too many failed Orbit ID attempts.,in_app,incident,access_permissions,Standard,18
ND-2025-001821,2025-10-06 09:40:55+00:00,I can't assign the 'Editor' role to my colleague.,webchat,incident,access_permissions,Pro,18
ND-2025-001115,2025-06-06 13:00:55+00:00,Chart axis labels are overlapping,webchat,incident,data_reporting,Pro,20
ND-2025-001436,2025-08-11 13:20:15+00:00,Question about Pro tier pricing for next renewal.,phone,service_request,billing_payments,Standard,5
ND-2025-001206,2025-07-02 09:10:05+00:00,Major Xero outage affecting all our Connectors.,webchat,incident,integrations,Enterprise,60
ND-2025-001904,2025-10-03 11:10:33+00:00,Vendor assessment form attached.,email,service_request,security_privacy,Pro,28
ND-2025-000684,2025-04-26 08:20:00+00:00,Webhook endpoints returning 500 errors,email,incident,integrations,Pro,22
ND-2025-001031,2025-06-10 14:40:50+00:00,Reports are generating very slowly creates a bad lag,in_app,incident,performance_outage,Pro,30
ND-2025-000514,2025-03-22 10:50:55+00:00,Update billing address,email,service_request,account_admin,Pro,9
ND-2025-000151,2025-01-02 10:15:55+00:00,glitch in the menu,webchat,incident,bug,Standard,5
ND-2025-000111,2025-01-21 11:45:35+00:00,Button alignment off in Safari,webchat,incident,bug,Pro,7
ND-2025-000446,2025-03-08 13:00:00+00:00,I want to close my account and delete all data from Orbit ID,phone,incident,account_admin,Pro,12
ND-2025-001840,2025-10-12 13:00:10+00:00,SAML configuration error on Orbit ID with Azure AD.,email,service_request,access_permissions,Pro,10
ND-2025-001606,2025-09-02 08:30:00+00:00,Salesforce Connector throwing 401 Unauthorized errors,email,incident,integrations,Enterprise,40
ND-2025-001524,2025-08-01 14:10:00+00:00,Turn off these notification emails.,phone,service_request,account_admin,Standard,9
ND-2025-001737,2025-09-03 10:15:55+00:00,Help setting up the dashboard,webchat,service_request,how_to_training,Free,4
ND-2025-001902,2025-10-02 09:45:10+00:00,Audit logs are missing the user ID column.,email,service_request,account_admin,Enterprise,50
ND-2025-001108,2025-06-21 09:05:45+00:00,Just checking if you have an iOS app,phone,service_request,other,Free,0
ND-2025-001516,2025-08-24 10:15:00+00:00,Chart axes are not scaling correctly.,webchat,service_request,data_reporting,Standard,8
ND-2025-000659,2025-04-19 09:50:00+00:00,Screen freezes when I click the export button,webchat,incident,bug,Standard,6
ND-2025-001714,2025-09-29 10:15:50+00:00,Video tutorial for creating widgets?,webchat,service_request,how_to_training,Free,3
ND-2025-001243,2025-07-11 15:50:15+00:00,JSON parsing error on the custom API connector.,webchat,incident,integrations,Standard,5
ND-2025-001677,2025-09-19 12:15:50+00:00,Sync is slow and Polaris data is old,webchat,service_request,data_reporting,Pro,25
ND-2025-000472,2025-03-13 14:55:25+00:00,VAT receipt required,email,service_request,billing_payments,Pro,19
ND-2025-002202,2025-12-02 11:20:05+00:00,Requesting full data export of all Polaris Boards before we archive.,in_app,service_request,account_admin,Enterprise,32
ND-2025-002079,2025-11-24 15:45:50+00:00,OAuth token for Salesforce keeps expiring.,webchat,incident,integrations,Pro,28
ND-2025-000588,2025-03-06 14:30:15+00:00,VAT receipt needed,email,service_request,billing_payments,Pro,17
ND-2025-001095,2025-06-30 08:30:55+00:00,Need full audit log export for Q2,phone,service_request,account_admin,Enterprise,55
ND-2025-000811,2025-05-02 09:10:15+00:00,Orbit ID isn't accepting my Google Auth credentials.,webchat,incident,access_permissions,Standard,2
ND-2025-001216,2025-07-04 10:15:33+00:00,Mobile app crashes when I open the Sales Polaris Board.,email,incident,bug,Standard,14
ND-2025-001010,2025-06-04 11:15:09+00:00,Urgent my subscription payment failed and I risk losing access,webchat,incident,billing_payments,Pro,10
ND-2025-000181,2025-01-08 15:30:25+00:00,Tutorial please,email,service_request,how_to_training,Standard,1
ND-2025-000580,2025-03-04 14:50:55+00:00,VAT receipt thanks,email,service_request,billing_payments,Pro,14
ND-2025-001340,2025-07-20 09:05:00+00:00,Xero down.,email,incident,integrations,Enterprise,42
ND-2025-001019,2025-06-07 08:55:40+00:00,Cheap SEO services for your website,email,service_request,other,Free,0
ND-2025-001346,2025-07-26 12:35:00+00:00,Timeout on Xero sync.,phone,incident,integrations,Pro,30
ND-2025-002046,2025-11-15 11:10:45+00:00,Need to change user role to viewer only.,in_app,service_request,access_permissions,Standard,11
ND-2025-002319,2025-12-12 09:40:11+00:00,Need VAT invoice.,email,service_request,billing_payments,Standard,13
ND-2025-000674,2025-04-23 11:30:00+00:00,Large CSV export failing consistently,email,service_request,data_reporting,Enterprise,40
ND-2025-002223,2025-12-10 13:10:45+00:00,Delete my account.,email,service_request,account_admin,Free,3
ND-2025-001356,2025-07-05 09:40:00+00:00,Rate limit exceeded.,webchat,incident,integrations,Pro,30
ND-2025-001924,2025-10-15 11:40:33+00:00,Logging out constantly.,webchat,incident,security_privacy,Enterprise,30
ND-2025-001643,2025-09-10 09:05:05+00:00,Widget not displaying currency symbol,email,service_request,data_reporting,Standard,7
ND-2025-001307,2025-07-28 13:55:15+00:00,Connection timing out repeatedly on Xero.,phone,incident,integrations,Pro,28
ND-2025-001601,2025-09-01 10:05:45+00:00,Need help configuring the Xero Connector for multi-currency,webchat,service_request,how_to_training,Pro,6
ND-2025-001935,2025-10-26 10:15:22+00:00,Export audit logs.,email,service_request,account_admin,Enterprise,25
ND-2025-001104,2025-06-13 10:25:15+00:00,Stop sending me product updates,email,service_request,account_admin,Standard,22
ND-2025-001129,2025-06-06 08:40:05+00:00,Downgrade to free plan,webchat,service_request,billing_payments,Standard,10
ND-2025-001013,2025-06-05 12:25:47+00:00,Docs for API v2 seem to have a typo in the auth section,email,service_request,how_to_training,Pro,9
ND-2025-000018,2025-01-07 10:30:11+00:00,How do I filter the Polaris widget by fiscal year?,email,service_request,how_to_training,Pro,4
ND-2025-001511,2025-08-19 08:55:00+00:00,Still waiting on that refund.,email,service_request,billing_payments,Standard,5
ND-2025-001103,2025-06-11 13:40:40+00:00,Google Auth login button not responding,webchat,incident,access_permissions,Pro,16
ND-2025-001073,2025-06-23 11:20:25+00:00,How do I share a read only link to the board,email,service_request,how_to_training,Free,5
ND-2025-000722,2025-04-16 14:10:00+00:00,Widget showing no data help,email,service_request,how_to_training,Standard,7
ND-2025-001620,2025-09-04 12:55:10+00:00,Data in Polaris hasn't refreshed since yesterday,in_app,service_request,data_reporting,Enterprise,30
ND-2025-000578,2025-03-04 11:40:05+00:00,VAT receipt please,email,service_request,billing_payments,Pro,16
ND-2025-001009,2025-06-04 09:30:44+00:00,Interested in upgrading to Enterprise plan can we talk pricing,phone,service_request,other,Free,1
ND-2025-000539,2025-03-27 10:45:20+00:00,Add user to account,email,service_request,account_admin,Standard,5
ND-2025-001756,2025-09-11 08:50:35+00:00,Examples of marketing dashboards,in_app,service_request,how_to_training,Standard,5
ND-2025-002085,2025-11-26 13:00:35+00:00,Data refresh is delayed by 4 hours.,email,incident,data_reporting,Standard,14
ND-2025-000073,2025-01-25 08:55:05+00:00,Nobody can log in via Orbit ID right now,email,incident,performance_outage,Enterprise,35
ND-2025-001468,2025-08-23 08:20:25+00:00,Invite link for new user expired.,webchat,service_request,access_permissions,Standard,12
ND-2025-000149,2025-01-30 14:10:45+00:00,Complete service failure,phone,incident,performance_outage,Enterprise,40
ND-2025-002157,2025-11-01 11:15:25+00:00,Add user.,email,service_request,account_admin,Standard,12
ND-2025-001018,2025-06-06 16:05:05+00:00,Alert received for login from unknown IP address in Russia,in_app,incident,security_privacy,Enterprise,14
ND-2025-000946,2025-05-29 10:40:20+00:00,Small graphical error.,email,incident,bug,Free,9
ND-2025-000925,2025-05-25 09:15:35+00:00,Drill-down feature stopped working.,email,incident,bug,Enterprise,26
ND-2025-001078,2025-06-24 14:25:10+00:00,Strange login attempt reported from China,email,service_request,security_privacy,Pro,16
ND-2025-002146,2025-11-26 09:20:50+00:00,Invoice copy needed.,email,service_request,billing_payments,Standard,5
ND-2025-001269,2025-07-18 12:35:45+00:00,JSON error return from API endpoint.,webchat,incident,integrations,Pro,18
ND-2025-002089,2025-11-27 14:05:15+00:00,Glitch in the header menu.,in_app,incident,bug,Pro,22
ND-2025-001287,2025-07-23 10:20:55+00:00,Suspicious login attempt on my Orbit ID.,phone,incident,security_privacy,Pro,30
ND-2025-000049,2025-01-17 08:20:05+00:00,Can I embed a Polaris widget in an external site?,in_app,service_request,how_to_training,Standard,3
ND-2025-001813,2025-10-03 11:40:12+00:00,Update our billing address in the org settings please.,email,service_request,account_admin,Standard,8
ND-2025-000024,2025-01-09 08:50:00+00:00,Unrecognized login attempt flagged on Orbit ID,phone,incident,security_privacy,Enterprise,18
ND-2025-001267,2025-07-18 08:50:15+00:00,Xero sync failing completely.,email,incident,integrations,Pro,34
ND-2025-001485,2025-08-29 08:45:15+00:00,Chrome specific crash when editing widgets.,webchat,incident,bug,Enterprise,42
ND-2025-002213,2025-12-07 10:10:10+00:00,Escalating this cancellation request as no one replied.,email,service_request,account_admin,Pro,22
ND-2025-001331,2025-07-11 09:05:00+00:00,API rate limit reached.,email,incident,integrations,Standard,14
ND-2025-000893,2025-05-18 10:15:15+00:00,How to share a board?,webchat,service_request,how_to_training,Enterprise,15
ND-2025-000814,2025-05-02 10:45:22+00:00,Keep getting 500 errors when generating PDF reports.,phone,incident,performance_outage,Enterprise,45
ND-2025-000499,2025-03-19 10:45:40+00:00,VAT receipt required ASAP,email,service_request,billing_payments,Pro,17
ND-2025-000608,2025-04-02 15:40:00+00:00,Interested in upgrading to Enterprise for the Salesforce connector,email,service_request,other,Free,0
ND-2025-001618,2025-09-04 10:00:33+00:00,App crashes when viewing large Polaris widgets on iPhone,webchat,incident,bug,Standard,8
ND-2025-001608,2025-09-02 10:15:55+00:00,Charged for Enterprise tier but we are on Pro,email,service_request,billing_payments,Pro,5
ND-2025-000809,2025-05-01 12:05:10+00:00,Scroll bar is missing on Safari after the update.,in_app,incident,bug,Pro,12
ND-2025-001276,2025-07-20 15:40:10+00:00,Token invalid error for Xero again.,email,incident,integrations,Pro,21
ND-2025-001684,2025-09-21 14:20:30+00:00,Help setting up the HubSpot Connector,email,service_request,how_to_training,Standard,1
ND-2025-002332,2025-12-15 08:55:55+00:00,Help locked out.,phone,incident,access_permissions,Standard,6
ND-2025-000864,2025-05-12 10:05:05+00:00,Tips for the new dashboard?,in_app,service_request,how_to_training,Standard,2
ND-2025-001495,2025-08-03 09:40:00+00:00,Slow loading times on report page.,phone,incident,performance_outage,Enterprise,30
ND-2025-000581,2025-03-05 09:25:20+00:00,Browser display issue,email,incident,bug,Standard,5
ND-2025-001823,2025-10-06 14:55:33+00:00,Alert: Multiple failed login attempts on our Orbit ID master account.,email,incident,security_privacy,Enterprise,35
ND-2025-002239,2025-12-15 16:15:30+00:00,Stop emails and delete account.,webchat,service_request,account_admin,Free,3
